TIME,ETemp,STemp,GTemp,CH1,CH2,CH3,GPS
2023-02-21 05:31:00,43.61,42.34,-49.11,20798.24,957.99,50854.98,13
2023-02-21 05:32:00,43.60,42.35,-49.10,20799.02,957.62,50855.07,13
2023-02-21 05:33:00,43.59,42.33,-49.13,20798.53,957.50,50855.04,13
2023-02-21 05:34:00,43.60,42.34,-49.11,20797.55,956.95,50855.24,13
2023-02-21 05:35:00,43.60,42.34,-49.13,20796.63,957.14,50855.47,13
2023-02-21 05:36:00,43.61,42.34,-49.11,20795.74,957.27,50855.62,13
2023-02-21 05:37:00,43.61,42.35,-49.09,20795.73,957.38,50855.77,13
2023-02-21 05:38:00,43.59,42.34,-49.08,20795.67,957.63,50855.88,13
2023-02-21 05:39:00,43.60,42.33,-49.11,20795.86,957.78,50855.98,13
2023-02-21 05:40:00,43.60,42.34,-49.11,20795.42,957.37,50856.01,13
2023-02-21 05:41:00,43.60,42.34,-49.13,20795.15,957.65,50855.92,13
2023-02-21 05:42:00,43.61,42.33,-49.13,20794.46,958.02,50856.00,13
2023-02-21 05:43:00,43.60,42.34,-49.13,20794.28,957.49,50856.02,13
2023-02-21 05:44:00,43.59,42.33,-49.10,20794.28,956.79,50855.88,13
2023-02-21 05:45:00,43.60,42.35,-49.10,20793.84,957.12,50856.06,13
2023-02-21 05:46:00,43.61,42.35,-49.10,20793.61,957.50,50856.05,13
2023-02-21 05:47:00,43.60,42.33,-49.13,20793.50,957.63,50856.21,13
2023-02-21 05:48:00,43.60,42.33,-49.11,20793.23,957.26,50856.25,13
2023-02-21 05:49:00,43.60,42.34,-49.11,20793.28,957.15,50856.18,13
2023-02-21 05:50:00,43.60,42.34,-49.11,20793.86,956.94,50856.16,13
2023-02-21 05:51:00,43.60,42.35,-49.08,20793.84,957.12,50856.06,13
2023-02-21 05:52:00,43.60,42.33,-49.11,20793.90,956.86,50855.92,13
2023-02-21 05:53:00,43.61,42.34,-49.11,20794.06,957.70,50855.81,13
2023-02-21 05:54:00,43.59,42.33,-49.08,20794.10,957.20,50855.88,13
2023-02-21 05:55:00,43.61,42.34,-49.11,20794.46,957.33,50855.77,13
2023-02-21 05:56:00,43.59,42.33,-49.11,20794.47,957.50,50855.95,13
2023-02-21 05:57:00,43.60,42.33,-49.15,20795.04,957.16,50855.92,13
2023-02-21 05:58:00,43.59,42.34,-49.09,20794.81,956.74,50855.99,13
2023-02-21 05:59:00,43.61,42.34,-49.11,20794.83,956.10,50855.79,13
2023-02-21 06:00:00,43.59,42.34,-49.11,20794.91,956.48,50855.82,13
2023-02-21 06:01:00,43.60,42.34,-49.11,20794.98,956.48,50855.89,13
2023-02-21 06:02:00,43.61,42.33,-49.15,20794.55,955.65,50855.81,13
2023-02-21 06:03:00,43.60,42.33,-49.13,20794.82,956.19,50855.87,13
2023-02-21 06:04:00,43.61,42.34,-49.10,20795.41,955.97,50855.72,13
2023-02-21 06:05:00,43.60,42.34,-49.10,20795.46,956.33,50855.54,13
2023-02-21 06:06:00,43.60,42.33,-49.09,20795.56,957.07,50855.56,13
2023-02-21 06:07:00,43.60,42.35,-49.08,20796.11,957.48,50855.40,13
2023-02-21 06:08:00,43.61,42.34,-49.12,20795.67,957.37,50855.14,13
2023-02-21 06:09:00,43.60,42.34,-49.11,20795.59,957.15,50855.11,13
2023-02-21 06:10:00,43.61,42.34,-49.17,20794.82,957.07,50855.01,13
2023-02-21 06:11:00,43.60,42.33,-49.10,20794.52,957.58,50854.97,13
2023-02-21 06:12:00,43.59,42.33,-49.13,20793.91,958.30,50855.08,13
2023-02-21 06:13:00,43.60,42.34,-49.08,20793.72,959.61,50855.15,13
2023-02-21 06:14:00,43.60,42.33,-49.13,20793.57,960.07,50855.21,13
2023-02-21 06:15:00,43.60,42.33,-49.11,20793.61,961.19,50855.34,13
2023-02-21 06:16:00,43.59,42.34,-49.07,20793.84,961.91,50855.31,13
2023-02-21 06:17:00,43.61,42.34,-49.10,20793.65,962.42,50855.07,13
2023-02-21 06:18:00,43.59,42.33,-49.08,20793.65,963.13,50855.12,13
2023-02-21 06:19:00,43.61,42.35,-49.11,20793.55,963.77,50854.96,13
2023-02-21 06:20:00,43.60,42.34,-49.13,20793.56,964.31,50855.15,13
2023-02-21 06:21:00,43.61,42.34,-49.14,20793.42,964.12,50854.84,13
2023-02-21 06:22:00,43.61,42.34,-49.13,20793.69,964.06,50854.91,13
2023-02-21 06:23:00,43.59,42.34,-49.11,20793.33,963.66,50854.76,13
2023-02-21 06:24:00,43.59,42.33,-49.12,20793.37,963.78,50854.69,13
2023-02-21 06:25:00,43.60,42.34,-49.12,20793.46,964.03,50854.64,13
2023-02-21 06:26:00,43.60,42.33,-49.08,20792.86,964.80,50854.75,13
2023-02-21 06:27:00,43.61,42.33,-49.11,20792.44,965.00,50854.75,13
2023-02-21 06:28:00,43.61,42.35,-49.12,20792.43,965.09,50854.81,13
2023-02-21 06:29:00,43.58,42.35,-49.09,20792.16,965.52,50854.75,13
2023-02-21 06:30:00,43.60,42.34,-49.12,20792.39,965.42,50854.68,13
2023-02-21 06:31:00,43.59,42.33,-49.09,20792.14,965.35,50854.71,13
2023-02-21 06:32:00,43.61,42.34,-49.08,20792.25,965.20,50854.71,13
2023-02-21 06:33:00,43.60,42.34,-49.10,20792.42,965.75,50854.64,13
2023-02-21 06:34:00,43.61,42.33,-49.11,20792.48,966.12,50854.50,13
2023-02-21 06:35:00,43.59,42.33,-49.08,20792.93,966.52,50854.61,13
2023-02-21 06:36:00,43.61,42.34,-49.09,20792.90,966.69,50854.51,13
2023-02-21 06:37:00,43.59,42.33,-49.10,20793.17,966.70,50854.27,13
2023-02-21 06:38:00,43.60,42.34,-49.08,20794.09,967.21,50854.29,13
2023-02-21 06:39:00,43.59,42.34,-49.10,20795.53,968.23,50854.09,13
2023-02-21 06:40:00,43.60,42.35,-49.06,20795.72,967.78,50854.00,13
2023-02-21 06:41:00,43.58,42.34,-49.12,20796.14,967.16,50853.51,13
2023-02-21 06:42:00,43.62,42.34,-49.10,20797.41,967.88,50853.31,13
2023-02-21 06:43:00,43.60,42.33,-49.06,20798.99,966.30,50853.02,13
2023-02-21 06:44:00,43.60,42.33,-49.12,20799.56,965.49,50852.75,13
2023-02-21 06:45:00,43.59,42.34,-49.11,20800.33,964.77,50852.43,13
2023-02-21 06:46:00,43.60,42.34,-49.13,20799.74,965.81,50852.14,13
2023-02-21 06:47:00,43.61,42.33,-49.12,20801.68,965.12,50851.68,13
2023-02-21 06:48:00,43.59,42.34,-49.11,20801.04,964.96,50851.16,13
2023-02-21 06:49:00,43.61,42.34,-49.10,20801.02,965.95,50850.70,13
2023-02-21 06:50:00,43.60,42.34,-49.13,20799.72,965.56,50850.71,13
2023-02-21 06:51:00,43.60,42.34,-49.11,20799.21,965.56,50850.68,13
2023-02-21 06:52:00,43.60,42.33,-49.13,20799.11,966.37,50850.86,13
2023-02-21 06:53:00,43.60,42.33,-49.12,20798.67,966.60,50850.89,13
2023-02-21 06:54:00,43.60,42.33,-49.12,20799.05,966.39,50851.00,13
2023-02-21 06:55:00,43.60,42.34,-49.09,20797.60,967.58,50851.00,13
2023-02-21 06:56:00,43.59,42.34,-49.10,20798.38,967.83,50851.06,13
2023-02-21 06:57:00,43.60,42.33,-49.10,20798.03,969.78,50850.87,13
2023-02-21 06:58:00,43.60,42.33,-49.07,20798.09,970.92,50850.94,13
2023-02-21 06:59:00,43.61,42.34,-49.13,20798.14,971.95,50850.63,13
2023-02-21 07:00:00,43.60,42.34,-49.10,20798.32,973.65,50850.59,13
2023-02-21 07:01:00,43.60,42.34,-49.11,20798.47,973.46,50850.51,13
2023-02-21 07:02:00,43.60,42.34,-49.11,20798.10,975.40,50850.93,13
2023-02-21 07:03:00,43.60,42.34,-49.11,20798.00,975.60,50850.89,13
2023-02-21 07:04:00,43.60,42.34,-49.13,20798.31,976.09,50850.79,13
2023-02-21 07:05:00,43.60,42.33,-49.17,20796.88,977.04,50851.05,13
2023-02-21 07:06:00,43.60,42.35,-49.11,20795.49,978.28,50851.33,13
2023-02-21 07:07:00,43.62,42.35,-49.08,20793.83,979.48,50851.40,13
2023-02-21 07:08:00,43.60,42.34,-49.11,20792.92,979.46,50851.76,13
2023-02-21 07:09:00,43.60,42.33,-49.12,20792.37,979.39,50852.02,13
2023-02-21 07:10:00,43.59,42.33,-49.11,20792.35,979.56,50852.20,13
2023-02-21 07:11:00,43.59,42.35,-49.11,20792.43,979.35,50852.31,13
2023-02-21 07:12:00,43.61,42.34,-49.13,20792.59,979.51,50852.42,13
2023-02-21 07:13:00,43.61,42.34,-49.10,20793.56,979.48,50852.53,13
2023-02-21 07:14:00,43.59,42.33,-49.11,20793.83,979.01,50852.41,13
2023-02-21 07:15:00,43.60,42.34,-49.11,20793.79,978.64,50852.34,13
2023-02-21 07:16:00,43.60,42.34,-49.10,20793.93,978.85,50852.17,13
2023-02-21 07:17:00,43.58,42.34,-49.09,20793.70,978.25,50851.92,13
2023-02-21 07:18:00,43.60,42.33,-49.13,20792.96,978.25,50851.97,13
2023-02-21 07:19:00,43.60,42.34,-49.13,20791.38,978.10,50852.01,13
2023-02-21 07:20:00,43.60,42.34,-49.09,20790.81,978.48,50851.87,13
2023-02-21 07:21:00,43.59,42.35,-49.06,20789.97,976.53,50852.01,13
2023-02-21 07:22:00,43.59,42.33,-49.10,20788.41,974.35,50851.66,13
2023-02-21 07:23:00,43.60,42.34,-49.11,20787.07,975.24,50851.90,13
2023-02-21 07:24:00,43.59,42.34,-49.11,20786.09,974.04,50851.92,13
2023-02-21 07:25:00,43.60,42.34,-49.12,20785.64,974.47,50852.09,13
2023-02-21 07:26:00,43.60,42.33,-49.10,20785.16,974.59,50852.09,13
2023-02-21 07:27:00,43.59,42.34,-49.13,20784.33,974.78,50852.30,13
2023-02-21 07:28:00,43.60,42.33,-49.10,20783.99,974.95,50852.54,13
2023-02-21 07:29:00,43.61,42.34,-49.10,20783.73,974.75,50852.73,13
2023-02-21 07:30:00,43.61,42.34,-49.12,20782.96,974.62,50852.86,13
2023-02-21 07:31:00,43.60,42.34,-49.09,20782.65,974.89,50852.82,13
2023-02-21 07:32:00,43.60,42.34,-49.10,20782.19,975.03,50852.85,13
2023-02-21 07:33:00,43.60,42.34,-49.10,20781.74,974.71,50852.86,13
2023-02-21 07:34:00,43.61,42.34,-49.17,20781.25,973.68,50852.81,13
2023-02-21 07:35:00,43.61,42.34,-49.14,20780.74,973.07,50852.92,13
2023-02-21 07:36:00,43.59,42.35,-49.14,20779.89,972.86,50852.99,13
2023-02-21 07:37:00,43.62,42.34,-49.13,20779.18,971.58,50853.34,13
2023-02-21 07:38:00,43.60,42.33,-49.13,20779.97,970.20,50853.54,13
2023-02-21 07:39:00,43.60,42.33,-49.13,20780.66,970.27,50853.63,13
2023-02-21 07:40:00,43.60,42.33,-49.15,20781.09,967.91,50853.21,13
2023-02-21 07:41:00,43.62,42.34,-49.11,20780.33,964.79,50852.72,13
2023-02-21 07:42:00,43.60,42.34,-49.10,20779.15,962.43,50852.37,13
2023-02-21 07:43:00,43.59,42.34,-49.15,20777.54,961.73,50852.29,13
2023-02-21 07:44:00,43.60,42.34,-49.11,20777.16,960.63,50852.51,13
2023-02-21 07:45:00,43.60,42.33,-49.11,20777.64,960.29,50852.43,13
2023-02-21 07:46:00,43.61,42.35,-49.11,20779.58,960.50,50852.37,13
2023-02-21 07:47:00,43.61,42.33,-49.10,20780.57,960.54,50852.15,13
2023-02-21 07:48:00,43.59,42.33,-49.11,20781.97,961.57,50852.03,13
2023-02-21 07:49:00,43.61,42.33,-49.09,20782.97,962.28,50851.89,13
2023-02-21 07:50:00,43.61,42.33,-49.09,20782.87,960.63,50851.48,13
2023-02-21 07:51:00,43.61,42.35,-49.10,20784.24,960.93,50851.22,13
2023-02-21 07:52:00,43.60,42.34,-49.11,20784.43,959.33,50850.98,13
2023-02-21 07:53:00,43.59,42.34,-49.11,20784.17,957.91,50850.40,13
2023-02-21 07:54:00,43.60,42.34,-49.10,20784.17,957.36,50850.31,13
2023-02-21 07:55:00,43.61,42.34,-49.12,20784.24,957.33,50849.81,13
2023-02-21 07:56:00,43.62,42.34,-49.13,20784.80,957.41,50849.55,13
2023-02-21 07:57:00,43.61,42.34,-49.13,20785.99,957.82,50848.95,13
2023-02-21 07:58:00,43.59,42.34,-49.11,20786.93,957.56,50848.54,13
2023-02-21 07:59:00,43.60,42.33,-49.10,20788.31,956.61,50847.99,13
2023-02-21 08:00:00,43.59,42.33,-49.13,20788.51,957.47,50847.58,13
2023-02-21 08:01:00,43.61,42.34,-49.11,20788.85,959.13,50847.38,13
2023-02-21 08:02:00,43.60,42.33,-49.13,20788.92,961.03,50847.00,13
2023-02-21 08:03:00,43.60,42.33,-49.09,20789.27,962.94,50846.54,13
2023-02-21 08:04:00,43.60,42.35,-49.15,20788.46,965.85,50846.04,13
2023-02-21 08:05:00,43.60,42.33,-49.14,20788.59,967.98,50845.44,13
2023-02-21 08:06:00,43.61,42.33,-49.16,20789.64,970.73,50844.98,13
2023-02-21 08:07:00,43.60,42.34,-49.07,20791.11,970.20,50844.26,13
2023-02-21 08:08:00,43.60,42.34,-49.06,20790.60,972.17,50844.19,13
2023-02-21 08:09:00,43.60,42.33,-49.09,20790.16,973.18,50843.59,13
2023-02-21 08:10:00,43.59,42.33,-49.11,20789.14,976.05,50843.47,13
2023-02-21 08:11:00,43.60,42.34,-49.10,20788.20,976.11,50843.58,13
2023-02-21 08:12:00,43.60,42.35,-49.07,20786.63,977.66,50843.41,13
2023-02-21 08:13:00,43.60,42.33,-49.11,20787.21,976.95,50843.54,13
2023-02-21 08:14:00,43.61,42.34,-49.10,20786.85,976.38,50843.33,13
2023-02-21 08:15:00,43.59,42.33,-49.08,20786.60,976.64,50843.32,13
2023-02-21 08:16:00,43.60,42.34,-49.11,20786.68,977.12,50843.45,13
2023-02-21 08:17:00,43.60,42.34,-49.06,20786.43,978.99,50843.41,13
2023-02-21 08:18:00,43.59,42.34,-49.15,20784.64,981.10,50843.23,13
2023-02-21 08:19:00,43.61,42.34,-49.08,20784.71,983.32,50843.06,13
2023-02-21 08:20:00,43.60,42.34,-49.10,20785.53,984.46,50843.16,13
2023-02-21 08:21:00,43.60,42.34,-49.07,20786.06,987.04,50843.35,13
2023-02-21 08:22:00,43.61,42.34,-49.15,20786.85,988.70,50843.36,13
2023-02-21 08:23:00,43.60,42.34,-49.10,20787.28,989.73,50843.10,13
2023-02-21 08:24:00,43.61,42.33,-49.13,20786.98,991.46,50842.84,13
2023-02-21 08:25:00,43.60,42.34,-49.07,20786.99,993.05,50842.67,13
2023-02-21 08:26:00,43.60,42.34,-49.15,20786.73,995.07,50842.31,13
2023-02-21 08:27:00,43.59,42.34,-49.13,20786.90,996.27,50842.25,13
2023-02-21 08:28:00,43.60,42.34,-49.13,20786.42,997.10,50841.77,13
2023-02-21 08:29:00,43.59,42.34,-49.07,20786.40,998.61,50841.43,13
2023-02-21 08:30:00,43.60,42.33,-49.10,20785.07,999.98,50841.06,13
2023-02-21 08:31:00,43.59,42.33,-49.13,20783.72,1001.26,50840.63,13
2023-02-21 08:32:00,43.60,42.34,-49.13,20782.95,1002.35,50840.46,13
2023-02-21 08:33:00,43.59,42.34,-49.14,20783.22,1002.55,50840.30,13
2023-02-21 08:34:00,43.60,42.35,-49.10,20783.60,1001.15,50840.41,13
2023-02-21 08:35:00,43.58,42.35,-49.07,20784.19,1000.38,50840.28,13
2023-02-21 08:36:00,43.61,42.33,-49.09,20784.06,999.91,50839.87,13
2023-02-21 08:37:00,43.61,42.34,-49.10,20784.51,1000.81,50838.85,13
2023-02-21 08:38:00,43.60,42.35,-49.11,20784.01,1002.16,50837.77,13
2023-02-21 08:39:00,43.59,42.34,-49.07,20783.23,1001.39,50837.27,13
2023-02-21 08:40:00,43.59,42.33,-49.13,20783.96,1001.26,50837.28,13
2023-02-21 08:41:00,43.60,42.34,-49.08,20782.67,1001.35,50836.94,13
2023-02-21 08:42:00,43.60,42.34,-49.09,20782.39,998.56,50836.19,13
2023-02-21 08:43:00,43.61,42.35,-49.08,20781.15,997.39,50835.89,13
2023-02-21 08:44:00,43.60,42.34,-49.11,20779.88,997.36,50835.64,13
2023-02-21 08:45:00,43.61,42.35,-49.07,20781.22,996.09,50836.05,13
2023-02-21 08:46:00,43.61,42.34,-49.06,20783.43,993.81,50836.88,13
2023-02-21 08:47:00,43.59,42.34,-49.08,20783.63,990.93,50837.29,13
2023-02-21 08:48:00,43.60,42.34,-49.15,20783.98,989.54,50837.40,13
2023-02-21 08:49:00,43.60,42.34,-49.12,20783.50,988.20,50837.01,13
2023-02-21 08:50:00,43.60,42.33,-49.13,20784.19,985.86,50836.64,13
2023-02-21 08:51:00,43.60,42.34,-49.08,20783.50,984.08,50836.22,13
2023-02-21 08:52:00,43.59,42.33,-49.10,20783.61,983.45,50835.84,13
2023-02-21 08:53:00,43.61,42.34,-49.07,20783.41,983.78,50835.20,13
2023-02-21 08:54:00,43.60,42.34,-49.13,20783.61,982.83,50834.18,13
2023-02-21 08:55:00,43.60,42.33,-49.11,20786.70,983.08,50834.03,13
2023-02-21 08:56:00,43.60,42.33,-49.11,20789.85,982.84,50834.18,13
2023-02-21 08:57:00,43.60,42.34,-49.10,20790.65,981.45,50833.69,13
2023-02-21 08:58:00,43.61,42.34,-49.11,20788.14,980.15,50832.95,13
2023-02-21 08:59:00,43.60,42.34,-49.11,20788.27,981.23,50831.90,13
2023-02-21 09:00:00,43.60,42.34,-49.11,20789.82,982.47,50831.13,13
2023-02-21 09:01:00,43.59,42.34,-49.08,20789.49,985.07,50830.56,13
2023-02-21 09:02:00,43.60,42.34,-49.11,20789.46,984.28,50829.90,13
2023-02-21 09:03:00,43.61,42.34,-49.11,20790.55,984.93,50829.05,13
2023-02-21 09:04:00,43.60,42.34,-49.09,20791.28,984.89,50828.31,13
2023-02-21 09:05:00,43.60,42.34,-49.08,20792.12,985.15,50827.53,13
2023-02-21 09:06:00,43.61,42.34,-49.14,20793.02,984.44,50827.15,13
2023-02-21 09:07:00,43.60,42.34,-49.11,20794.92,984.52,50826.91,13
2023-02-21 09:08:00,43.60,42.33,-49.10,20795.23,983.24,50826.35,13
2023-02-21 09:09:00,43.61,42.34,-49.10,20795.95,983.26,50825.72,13
2023-02-21 09:10:00,43.61,42.34,-49.13,20794.03,983.02,50825.12,13
2023-02-21 09:11:00,43.60,42.34,-49.12,20793.99,982.94,50824.14,13
2023-02-21 09:12:00,43.60,42.33,-49.13,20792.75,984.80,50822.89,13
2023-02-21 09:13:00,43.59,42.34,-49.11,20791.51,987.45,50821.57,13
2023-02-21 09:14:00,43.59,42.33,-49.13,20788.85,988.22,50819.98,13
2023-02-21 09:15:00,43.61,42.34,-49.05,20788.06,988.07,50817.69,13
2023-02-21 09:16:00,43.59,42.35,-49.08,20787.72,989.25,50815.62,13
2023-02-21 09:17:00,43.60,42.33,-49.08,20785.25,989.79,50814.22,13
2023-02-21 09:18:00,43.60,42.34,-49.10,20783.50,991.96,50812.69,13
2023-02-21 09:19:00,43.60,42.33,-49.10,20781.59,993.15,50811.06,13
2023-02-21 09:20:00,43.60,42.33,-49.10,20780.26,994.40,50810.07,13
2023-02-21 09:21:00,43.61,42.34,-49.13,20778.21,994.42,50809.62,13
2023-02-21 09:22:00,43.61,42.34,-49.15,20778.02,994.31,50809.62,13
2023-02-21 09:23:00,43.60,42.34,-49.10,20780.02,995.51,50810.63,13
2023-02-21 09:24:00,43.60,42.34,-49.11,20779.90,995.49,50811.34,13
2023-02-21 09:25:00,43.60,42.33,-49.08,20779.96,994.49,50812.00,13
2023-02-21 09:26:00,43.60,42.34,-49.12,20779.75,993.24,50813.43,13
2023-02-21 09:27:00,43.61,42.34,-49.10,20780.03,994.51,50814.73,13
2023-02-21 09:28:00,43.59,42.33,-49.11,20781.16,995.01,50816.93,13
2023-02-21 09:29:00,43.60,42.33,-49.11,20781.32,995.66,50818.49,13
2023-02-21 09:30:00,43.60,42.35,-49.13,20780.81,996.04,50820.05,13
2023-02-21 09:31:00,43.60,42.34,-49.10,20780.61,995.48,50821.73,13
2023-02-21 09:32:00,43.60,42.34,-49.10,20778.47,995.74,50822.78,13
2023-02-21 09:33:00,43.60,42.34,-49.08,20776.86,995.60,50823.33,13
2023-02-21 09:34:00,43.59,42.33,-49.11,20776.12,996.75,50824.30,13
2023-02-21 09:35:00,43.60,42.34,-49.10,20775.27,997.26,50824.82,13
2023-02-21 09:36:00,43.59,42.33,-49.13,20774.85,999.06,50825.53,13
2023-02-21 09:37:00,43.60,42.34,-49.10,20774.04,999.49,50825.55,13
2023-02-21 09:38:00,43.61,42.34,-49.11,20774.56,999.42,50826.64,13
2023-02-21 09:39:00,43.61,42.34,-49.10,20775.81,999.59,50827.01,13
2023-02-21 09:40:00,43.58,42.34,-49.10,20779.49,999.22,50827.30,13
2023-02-21 09:41:00,43.60,42.34,-49.13,20781.08,999.34,50828.15,13
2023-02-21 09:42:00,43.59,42.34,-49.15,20782.97,997.81,50828.11,13
2023-02-21 09:43:00,43.60,42.34,-49.12,20786.70,995.97,50828.32,13
2023-02-21 09:44:00,43.60,42.35,-49.14,20788.63,995.60,50828.65,13
2023-02-21 09:45:00,43.60,42.33,-49.10,20788.34,991.09,50827.99,13
2023-02-21 09:46:00,43.61,42.33,-49.13,20788.19,989.95,50826.13,13
2023-02-21 09:47:00,43.61,42.33,-49.12,20789.15,986.79,50825.22,13
2023-02-21 09:48:00,43.60,42.33,-49.12,20788.05,984.63,50823.75,13
2023-02-21 09:49:00,43.60,42.35,-49.11,20787.81,981.85,50822.37,13
2023-02-21 09:50:00,43.61,42.33,-49.13,20787.68,979.54,50820.95,13
2023-02-21 09:51:00,43.60,42.34,-49.07,20789.20,977.25,50819.59,13
2023-02-21 09:52:00,43.60,42.33,-49.12,20788.54,975.46,50818.20,13
2023-02-21 09:53:00,43.61,42.33,-49.12,20790.58,973.27,50817.11,13
2023-02-21 09:54:00,43.60,42.34,-49.12,20793.30,972.18,50816.13,13
2023-02-21 09:55:00,43.59,42.33,-49.13,20796.87,971.13,50815.61,13
2023-02-21 09:56:00,43.61,42.33,-49.11,20799.65,970.00,50814.76,13
2023-02-21 09:57:00,43.61,42.34,-49.10,20801.42,968.78,50813.25,13
2023-02-21 09:58:00,43.60,42.34,-49.13,20802.37,967.54,50811.67,13
2023-02-21 09:59:00,43.61,42.33,-49.16,20802.81,966.42,50810.11,13
2023-02-21 10:00:00,43.60,42.34,-49.10,20803.66,965.48,50808.34,13
2023-02-21 10:01:00,43.60,42.34,-49.08,20804.02,965.13,50806.13,13
2023-02-21 10:02:00,43.60,42.34,-49.13,20804.44,962.54,50804.23,13
2023-02-21 10:03:00,43.60,42.32,-49.13,20803.39,962.69,50802.03,13
2023-02-21 10:04:00,43.61,42.35,-49.14,20804.21,960.35,50800.63,13
2023-02-21 10:05:00,43.59,42.34,-49.10,20804.02,959.60,50799.05,13
2023-02-21 10:06:00,43.59,42.34,-49.10,20804.78,960.57,50797.96,13
2023-02-21 10:07:00,43.59,42.32,-49.09,20806.04,961.50,50797.44,13
2023-02-21 10:08:00,43.60,42.33,-49.13,20805.80,964.29,50796.83,13
2023-02-21 10:09:00,43.60,42.33,-49.10,20806.32,965.78,50796.34,13
2023-02-21 10:10:00,43.60,42.33,-49.09,20808.38,968.49,50796.16,13
2023-02-21 10:11:00,43.61,42.34,-49.10,20809.94,972.66,50795.94,13
2023-02-21 10:12:00,43.59,42.34,-49.10,20808.96,976.69,50795.49,13
2023-02-21 10:13:00,43.59,42.34,-49.13,20807.73,981.60,50794.90,13
2023-02-21 10:14:00,43.59,42.34,-49.13,20808.25,985.17,50793.86,13
2023-02-21 10:15:00,43.61,42.33,-49.10,20808.74,988.48,50792.90,13
2023-02-21 10:16:00,43.60,42.34,-49.17,20810.30,992.83,50792.60,13
2023-02-21 10:17:00,43.60,42.34,-49.09,20811.77,997.88,50792.09,13
2023-02-21 10:18:00,43.61,42.33,-49.11,20811.91,999.89,50791.25,13
2023-02-21 10:19:00,43.58,42.34,-49.11,20812.45,1002.22,50790.60,13
2023-02-21 10:20:00,43.60,42.34,-49.05,20812.04,1002.31,50789.76,13
2023-02-21 10:21:00,43.60,42.33,-49.14,20811.47,1000.19,50788.96,13
2023-02-21 10:22:00,43.59,42.33,-49.10,20808.55,997.49,50787.80,13
2023-02-21 10:23:00,43.60,42.34,-49.11,20805.71,997.20,50786.04,13
2023-02-21 10:24:00,43.60,42.33,-49.16,20803.53,994.78,50784.36,13
2023-02-21 10:25:00,43.60,42.34,-49.14,20800.25,992.62,50782.56,13
2023-02-21 10:26:00,43.60,42.34,-49.07,20796.15,990.16,50779.98,13
2023-02-21 10:27:00,43.61,42.34,-49.10,20792.59,988.30,50778.15,13
2023-02-21 10:28:00,43.59,42.33,-49.07,20786.91,983.17,50776.10,13
2023-02-21 10:29:00,43.61,42.35,-49.09,20782.97,977.83,50774.41,13
2023-02-21 10:30:00,43.59,42.33,-49.11,20777.62,973.84,50772.15,13
2023-02-21 10:31:00,43.59,42.34,-49.10,20774.74,968.75,50770.69,13
2023-02-21 10:32:00,43.60,42.33,-49.11,20771.17,963.76,50768.42,13
2023-02-21 10:33:00,43.60,42.34,-49.08,20769.65,959.28,50766.90,13
2023-02-21 10:34:00,43.59,42.33,-49.13,20766.53,954.32,50765.78,13
2023-02-21 10:35:00,43.60,42.35,-49.15,20765.29,948.87,50764.40,13
2023-02-21 10:36:00,43.60,42.33,-49.11,20762.63,942.62,50762.20,13
2023-02-21 10:37:00,43.60,42.32,-49.11,20760.52,938.92,50760.88,13
2023-02-21 10:38:00,43.60,42.34,-49.13,20760.14,935.70,50757.37,13
2023-02-21 10:39:00,43.61,42.33,-49.10,20762.10,934.44,50754.19,13
2023-02-21 10:40:00,43.60,42.35,-49.11,20768.15,928.57,50750.87,13
2023-02-21 10:41:00,43.60,42.35,-49.13,20771.83,925.68,50748.69,13
2023-02-21 10:42:00,43.60,42.33,-49.12,20770.37,926.19,50745.16,13
2023-02-21 10:43:00,43.60,42.33,-49.13,20774.42,932.17,50742.11,13
2023-02-21 10:44:00,43.59,42.33,-49.13,20779.73,938.27,50740.71,13
2023-02-21 10:45:00,43.61,42.34,-49.08,20782.84,946.72,50740.23,13
2023-02-21 10:46:00,43.60,42.34,-49.11,20787.79,950.43,50738.71,13
2023-02-21 10:47:00,43.61,42.33,-49.08,20792.25,951.33,50739.36,13
2023-02-21 10:48:00,43.60,42.33,-49.10,20792.80,955.55,50739.75,13
2023-02-21 10:49:00,43.60,42.33,-49.09,20799.30,951.50,50741.64,13
2023-02-21 10:50:00,43.60,42.33,-49.09,20800.93,954.26,50744.21,13
2023-02-21 10:51:00,43.60,42.34,-49.08,20806.15,953.28,50745.15,13
2023-02-21 10:52:00,43.60,42.33,-49.07,20809.16,956.00,50747.24,13
2023-02-21 10:53:00,43.59,42.33,-49.10,20812.56,956.85,50750.16,13
2023-02-21 10:54:00,43.61,42.34,-49.13,20811.61,961.98,50751.85,13
2023-02-21 10:55:00,43.59,42.33,-49.10,20810.21,966.41,50751.96,13
2023-02-21 10:56:00,43.60,42.33,-49.12,20811.02,967.24,50751.71,13
2023-02-21 10:57:00,43.61,42.34,-49.08,20810.06,965.14,50752.40,13
2023-02-21 10:58:00,43.60,42.33,-49.10,20809.21,965.03,50754.13,13
2023-02-21 10:59:00,43.59,42.34,-49.14,20808.02,965.68,50756.55,13
2023-02-21 11:00:00,43.60,42.33,-49.11,20807.06,964.55,50758.40,13
2023-02-21 11:01:00,43.61,42.34,-49.10,20806.44,963.82,50759.86,13
2023-02-21 11:02:00,43.60,42.34,-49.08,20804.81,963.89,50761.97,13
